As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,iHub Balance
17-04-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,34000,34000
18-04-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,26000
20-04-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,26000
21-04-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,27000
22-04-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,32000
25-04-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,31000
27-04-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
28-04-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,26000
29-04-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,34000
30-04-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,29000
01-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,39000
02-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,34000,43000
06-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,28000
07-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,34000,34000
09-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,26000
14-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,29000
18-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,28000
19-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,37000
20-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,32000
22-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
23-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
24-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,38000
28-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,25000
29-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,32000
30-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,24000
31-05-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,36000
02-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,22000
04-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,31000
06-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,29000
09-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
10-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,36000
11-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
12-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,29000
14-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,25000
15-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,35000
17-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,39000
18-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,29000
19-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,27000
22-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,30000
26-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,34000
27-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
28-06-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,35000
01-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,32000
04-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
05-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,23000
06-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,28000
14-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,29000
15-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,38000
16-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,34000
17-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,32000
18-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,32000
19-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
20-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,29000
21-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,24000
22-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
23-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
24-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,28000
25-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,34000,34000
26-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,27000
27-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
28-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,36000
29-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,38000
30-07-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,37000
04-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,29000
05-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,28000
06-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,34000,34000
08-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
10-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,28000
11-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,33000
13-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,27000
15-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,22000
16-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,26000
17-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,26000
18-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
19-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
22-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,29000
24-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,28000
26-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,25000
30-08-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,40000
02-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,23000
03-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,35000
04-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,26000
06-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,36000
08-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,28000
13-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,40000
16-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
18-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
19-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
21-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,25000
23-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
28-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,23000
29-09-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
05-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,22000
09-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,36000
10-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
12-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,41000
13-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,25000
14-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,22000
17-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
18-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,23000
19-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,28000
20-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
21-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
23-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
24-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,32000
25-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,32000
27-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,27000
28-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,28000
29-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,28000
31-10-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,34000,35000
01-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,24000
02-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,37000
03-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
06-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,29000
07-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,27000
09-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
10-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
12-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,33000
13-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,27000
16-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,29000
17-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,35000
18-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,32000
22-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,29000
26-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,31000
28-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,32000
29-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,34000
30-11-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,22000
02-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,27000
03-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,29000
06-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,42000
09-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
10-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,23000
11-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,22000
12-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
15-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,29000
16-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,28000
18-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,36000
19-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
20-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,24000
21-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,23000
23-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,41000
25-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,32000
26-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
27-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
29-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,34000,44000
30-12-2024,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,29000
04-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
07-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,23000
10-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,28000
11-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,29000
13-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,34000,36000
16-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,38000
17-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,40000
19-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,33000
20-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
22-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
25-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
26-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,28000
27-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,28000
28-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,34000,36000
29-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
31-01-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,30000
04-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,35000
05-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,31000
06-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,36000
07-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
09-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,31000
10-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,36000
15-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,36000
16-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,30000
17-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,30000,34000
18-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
19-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,36000
23-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,27000
27-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,38000
28-02-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,29000
03-03-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,34000
04-03-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,35000
06-03-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,31000
07-03-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
09-03-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,31000,25000
10-03-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,32000
11-03-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,33000,33000
14-03-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,28000,32000
17-03-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,34000,34000
18-03-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,32000
19-03-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,29000,37000
21-03-2025,Doyle Ltd,740,4457,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,32000,32000
22-03-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,74000,74000
24-03-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,85000,92000
30-03-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,76000,76000
31-03-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,81000,81000
01-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,72000,72000
02-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,82000,61000
03-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,82000,76000
04-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,79000,79000
05-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,81000,81000
07-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,76000,76000
10-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,79000,74000
11-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,80000,61000
12-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,81000,76000
13-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,79000,68000
15-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,77000,77000
17-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,74000,74000
18-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,78000,95000
22-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,77000,77000
23-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,77000,85000
25-04-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,83000,75000
01-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,71000,88000
02-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,83000,83000
03-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,84000,84000
04-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,82000,63000
05-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,73000,86000
07-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,70000,64000
08-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,82000,88000
09-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,71000,92000
11-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,81000,94000
12-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,83000,107000
13-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,80000,89000
14-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,75000,75000
17-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,82000,82000
23-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,73000,73000
24-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,77000,77000
25-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,71000,56000
29-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,73000,82000
30-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,75000,75000
31-05-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,84000,84000
01-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,74000,74000
03-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,79000,70000
04-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,78000,62000
05-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,85000,93000
06-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,81000,81000
08-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,83000,99000
09-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,70000,76000
10-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,79000,79000
12-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,82000,89000
13-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,78000,78000
14-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,74000,74000
16-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,77000,77000
19-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,81000,60000
20-06-2024,"Mcclain, Miller and Henderson",298,7026,USD,RETAIL LOANS,INTEREST RECEIVABLE,71000,70000
